ell,Cl_BB,Dl_BB,Cl_TT_tensor
634,7.565985915300657e-28,4.84784408023163e-23,3.8730057681547254e-28
635,7.532766905971123e-28,4.8417850085836183e-23,3.8543947232931372e-28
636,7.499730894799595e-28,4.835733514655525e-23,3.835892110471998e-28
637,7.46687663654682e-28,4.829689588949302e-23,3.8174971669507287e-28
638,7.434202896195421e-28,4.823653221978919e-23,3.799209136375913e-28
639,7.401708448851063e-28,4.817624404270356e-23,3.7810272687187576e-28
640,7.369392079644699e-28,4.811603126361575e-23,3.7629508202132444e-28
641,7.337252583635929e-28,4.805589378802517e-23,3.74497905329498e-28
642,7.305288765717422e-28,4.7995831521550766e-23,3.7271112365407328e-28
643,7.2734994405203935e-28,4.79358443699309e-23,3.70934664460865e-28
644,7.241883432321148e-28,4.787593223902317e-23,3.691684558179139e-28
645,7.210439574948647e-28,4.7816095034804316e-23,3.674124263896409e-28
646,7.17916671169309e-28,4.775633266336996e-23,3.6566650543106676e-28
647,7.148063695215532e-28,4.769664503093457e-23,3.6393062278209664e-28
648,7.117129387458459e-28,4.763703204383114e-23,3.6220470886186634e-28
649,7.086362659557387e-28,4.757749360851122e-23,3.6048869466315403e-28
650,7.055762391753404e-28,4.7518029631544606e-23,3.587825117468512e-28
651,7.025327473306683e-28,4.7458640019619256e-23,3.5708609223649665e-28
652,6.995056802410948e-28,4.739932467954112e-23,3.553993688128708e-28
653,6.964949286108868e-28,4.734008351823402e-23,3.5372227470864863e-28
654,6.935003840208374e-28,4.728091644273943e-23,3.520547437031126e-28
655,6.905219389199894e-28,4.722182336021634e-23,3.5039671011692263e-28
656,6.87559486617449e-28,4.716280417794111e-23,3.487481088069453e-28
657,6.846129212742883e-28,4.7103858803307335e-23,3.4710887516113824e-28
658,6.816821378955358e-28,4.704498714382568e-23,3.4547894509349086e-28
659,6.787670323222536e-28,4.6986189107123674e-23,3.4385825503902127e-28
660,6.758675012237007e-28,4.692746460094562e-23,3.4224674194882687e-28
661,6.72983442089581e-28,4.686881353315242e-23,3.4064434328518945e-28
662,6.701147532223748e-28,4.68102358117214e-23,3.3905099701673362e-28
663,6.672613337297535e-28,4.675173134474623e-23,3.3746664161363786e-28
664,6.644230835170745e-28,4.669330004043663e-23,3.3589121604289725e-28
665,6.6159990327995925e-28,4.663494180711837e-23,3.3432465976363816e-28
666,6.587916944969485e-28,4.6576656553233016e-23,3.3276691272248378e-28
667,6.55998359422238e-28,4.651844418733782e-23,3.3121791534896856e-28
668,6.53219801078491e-28,4.64603046181056e-23,3.296776085510036e-28
669,6.504559232497273e-28,4.640223775432445e-23,3.281459337103903e-28
670,6.477066304742904e-28,4.634424350489779e-23,3.266228326783828e-28
671,6.449718280378861e-28,4.628632177884403e-23,3.251082477712967e-28
672,6.422514219666983e-28,4.6228472485296554e-23,3.2360212176616732e-28
673,6.395453190205755e-28,4.617069553350346e-23,3.221043978964522e-28
674,6.368534266862925e-28,4.611299083282751e-23,3.206150198477811e-28
675,6.341756531708802e-28,4.6055358292745916e-23,3.1913393175375072e-28
676,6.315119073950283e-28,4.599779782285019e-23,3.1766107819176477e-28
677,6.288620989865563e-28,4.594030933284601e-23,3.1619640417891823e-28
678,6.26226138273955e-28,4.588289273255307e-23,3.147398551679254e-28
679,6.236039362799949e-28,4.5825547931904977e-23,3.132913770430908e-28
680,6.2099540471540055e-28,4.576827484094897e-23,3.1185091611632366e-28
681,6.184004559725947e-28,4.571107336984591e-23,3.104184191231948e-28
682,6.158190031195053e-28,4.5653943428870045e-23,3.089938332190338e-28
683,6.132509598934384e-28,4.559688492840894e-23,3.0757710597506906e-28
684,6.106962406950146e-28,4.5539897778963246e-23,3.061681853746078e-28
685,6.081547605821695e-28,4.548298189114657e-23,3.0476701980925613e-28
686,6.056264352642167e-28,4.542613717568535e-23,3.0337355807518016e-28
687,6.031111810959721e-28,4.536936354341873e-23,3.0198774936940474e-28
688,6.006089150719394e-28,4.531266090529838e-23,3.0060954328615197e-28
689,5.981195548205566e-28,4.5256029172388287e-23,2.9923888981321834e-28
690,5.956430185985019e-28,4.519946825586478e-23,2.9787573932838956e-28
691,5.93179225285057e-28,4.5142978067016165e-23,2.9652004259589162e-28
692,5.907280943765323e-28,4.5086558517242754e-23,2.9517175076288193e-28
693,5.882895459807461e-28,4.5030209518056666e-23,2.9383081535597363e-28
694,5.858635008115621e-28,4.4973930981081603e-23,2.924971882777982e-28
695,5.83449880183484e-28,4.4917722818052844e-23,2.9117082180360335e-28
696,5.810486060063038e-28,4.4861584940816953e-23,2.89851668577886e-28
697,5.786596007798075e-28,4.4805517261331755e-23,2.885396816110603e-28
698,5.762827875885325e-28,4.474951969166613e-23,2.872348142761602e-28
699,5.739180900965809e-28,4.469359214399988e-23,2.8593702030557603e-28
700,5.71565432542484e-28,4.463773453062357e-23,2.84646253787825e-28
701,5.692247397341207e-28,4.45819467639384e-23,2.8336246916435457e-28
702,5.668959370436873e-28,4.4526228756456064e-23,2.8208562122637916e-28
703,5.645789504027182e-28,4.4470580420798614e-23,2.8081566511174954e-28
704,5.62273706297157e-28,4.4415001669698266e-23,2.795525563018532e-28
705,5.599801317624789e-28,4.4359492415997317e-23,2.7829625061854866e-28
706,5.576981543788616e-28,4.4304052572647975e-23,2.7704670422112876e-28
707,5.554277022664045e-28,4.42486820527122e-23,2.7580387360331684e-28
708,5.531687040803983e-28,4.4193380769361607e-23,2.745677155902926e-28
709,5.509210890066404e-28,4.413814863587726e-23,2.7333818733574875e-28
710,5.486847867567982e-28,4.4082985565649585e-23,2.721152463189777e-28
711,5.464597275638195e-28,4.4027891472178195e-23,2.7089885034198747e-28
712,5.442458421773895e-28,4.3972866269071816e-23,2.6968895752664726e-28
713,5.420430618594306e-28,4.391790987004796e-23,2.684855263118617e-28
714,5.398513183796521e-28,4.3863022188933034e-23,2.6728851545077415e-28
715,5.376705440111402e-28,4.380820313966203e-23,2.660978840079981e-28
716,5.355006715259939e-28,4.375345263627842e-23,2.6491359135687595e-28
717,5.333416341910054e-28,4.369877059293407e-23,2.6373559717676712e-28
718,5.311933657633812e-28,4.364415692388898e-23,2.6256386145036096e-28
719,5.290558004865085e-28,4.3589611543511274e-23,2.613983444610196e-28
720,5.269288730857617e-28,4.353513436627698e-23,2.6023900679014454e-28
721,5.248125187643519e-28,4.3480725306769954e-23,2.590858093145726e-28
722,5.227066731992165e-28,4.3426384279681635e-23,2.579387132039957e-28
723,5.206112725369501e-28,4.3372111199810996e-23,2.567976799184076e-28
724,5.185262533897766e-28,4.33179059820644e-23,2.556626712055758e-28
725,5.164515528315587e-28,4.3263768541455397e-23,2.5453364909853886e-28
726,5.143871083938498e-28,4.3209698793104666e-23,2.5341057591312866e-28
727,5.123328580619823e-28,4.315569665223983e-23,2.522934142455172e-28
728,5.102887402711954e-28,4.310176203419527e-23,2.511821269697881e-28
729,5.0825469390280185e-28,4.304789485441214e-23,2.500766772355315e-28
730,5.062306582803904e-28,4.2994095028438024e-23,2.4897702846546397e-28
731,5.042165731660673e-28,4.294036247192698e-23,2.4788314435307102e-28
732,5.022123787567334e-28,4.2886697100639247e-23,2.4679498886027306e-28
733,5.002180156803994e-28,4.2833098830441286e-23,2.457125262151155e-28
734,4.982334249925338e-28,4.277956757730549e-23,2.446357209094795e-28
735,4.962585481724497e-28,4.2726103257310054e-23,2.4356453769681787e-28
736,4.942933271197258e-28,4.267270578663894e-23,2.4249894158991123e-28
737,4.923377041506617e-28,4.2619375081581683e-23,2.4143889785864693e-28
738,4.903916219947679e-28,4.256611105853323e-23,2.4038437202782005e-28
739,4.884550237912898e-28,4.2512913633993836e-23,2.3933532987495587e-28
740,4.865278530857661e-28,4.2459782724568904e-23,2.382917374281532e-28
741,4.8461005382661925e-28,4.24067182469689e-23,2.372535609639492e-28
742,4.827015703617802e-28,4.235372011800916e-23,2.3622076700520507e-28
743,4.8080234743534435e-28,4.2300788254609764e-23,2.351933223190122e-28
744,4.789123301842609e-28,4.2247922573795414e-23,2.3417119391461863e-28
745,4.770314641350538e-28,4.2195122992695326e-23,2.3315434904137628e-28
746,4.751596952005736e-28,4.214238942854305e-23,2.321427551867072e-28
747,4.732969696767811e-28,4.208972179867634e-23,2.3113638007409037e-28
748,4.71443234239562e-28,4.203712002053703e-23,2.3013519166106774e-28
749,4.695984359415712e-28,4.1984584011670907e-23,2.2913915813726887e-28
750,4.677625222091086e-28,4.1932113689727594e-23,2.281482479224563e-28
751,4.65935440839023e-28,4.187970897246035e-23,2.2716242966458826e-28
752,4.641171399956478e-28,4.182736977772601e-23,2.261816722379006e-28
753,4.623075682077629e-28,4.1775096023484776e-23,2.252059447410073e-28
754,4.605066743655894e-28,4.1722887627800196e-23,2.2423521649501924e-28
755,4.5871440771780875e-28,4.167074450883888e-23,2.2326945704168083e-28
756,4.569307178686134e-28,4.1618666584870534e-23,2.22308636141525e-28
757,4.551555547747837e-28,4.156665377426768e-23,2.213527237720448e-28
758,4.533888687427926e-28,4.151470599550557e-23,2.2040169012588396e-28
759,4.51630610425939e-28,4.146282316716216e-23,2.1945550560904395e-28
760,4.498807308215063e-28,4.1411005207917787e-23,2.185141408391074e-28
761,4.481391812679491e-28,4.1359252036555177e-23,2.175775666434805e-28
762,4.464059134421065e-28,4.13075635719593e-23,2.1664575405764993e-28
763,4.446808793564399e-28,4.1255939733117156e-23,2.157186743234579e-28
764,4.429640313562989e-28,4.1204380439117733e-23,2.147962988873927e-28
765,4.412553221172118e-28,4.1152885609151815e-23,2.138785993988961e-28
766,4.395547046422013e-28,4.110145516251191e-23,2.129655477086863e-28
767,4.3786213225912605e-28,4.105008901859207e-23,2.120571158670969e-28
768,4.361775586180461e-28,4.099878709688774e-23,2.1115327612243167e-28
769,4.345009376886142e-28,4.0947549316995735e-23,2.1025400091933512e-28
770,4.328322237574901e-28,4.089637559861399e-23,2.0935926289717734e-28
771,4.311713714257799e-28,4.0845265861541475e-23,2.0846903488845564e-28
772,4.2951833560649885e-28,4.079422002567809e-23,2.075832899172097e-28
773,4.2787307152205715e-28,4.074323801102448e-23,2.0670200119745295e-28
774,4.262355347017709e-28,4.069231973768198e-23,2.058251421316175e-28
775,4.24605680979394e-28,4.0641465125852427e-23,2.049526863090144e-28
776,4.229834664906734e-28,4.059067409583803e-23,2.040846075043081e-28
777,4.213688476709285e-28,4.053994656804125e-23,2.03220879676005e-28
778,4.197617812526509e-28,4.048928246296474e-23,2.023614769649564e-28
779,4.181622242631274e-28,4.043868170121108e-23,2.0150637369287526e-28
780,4.165701340220846e-28,4.03881442034828e-23,2.0065554436086668e-28
781,4.149854681393547e-28,4.0337669890582095e-23,1.9980896364797232e-28
782,4.134081845125642e-28,4.028725868341083e-23,1.9896660640972793e-28
783,4.118382413248419e-28,4.023691050297036e-23,1.9812844767673467e-28
784,4.102755970425492e-28,4.018662527036138e-23,1.9729446265324357e-28
785,4.087202104130308e-28,4.013640290678382e-23,1.9646462671575296e-28
786,4.071720404623859e-28,4.008624333353672e-23,1.9563891541161897e-28
787,4.0563104649326e-28,4.0036146472018126e-23,1.9481730445767875e-28
788,4.040971880826563e-28,3.9986112243724905e-23,1.9399976973888668e-28
789,4.0257042507976777e-28,3.9936140570252653e-23,1.9318628730696268e-28
790,4.010507176038281e-28,3.988623137329556e-23,1.9237683337905345e-28
791,3.9953802604198316e-28,3.9836384574646325e-23,1.9157138433640559e-28
792,3.98032311047181e-28,3.978660009619595e-23,1.9076991672305132e-28
793,3.965335335360807e-28,3.973687785993365e-23,1.8997240724450585e-28
794,3.9504165468698194e-28,3.968721778794679e-23,1.8917883276647697e-28
795,3.9355663593777095e-28,3.963761980242068e-23,1.8838917031358605e-28
796,3.92078438983886e-28,3.958808382563841e-23,1.876033970681014e-28
797,3.906070257763024e-28,3.953860977998088e-23,1.8682149036868264e-28
798,3.891423585195333e-28,3.9489197587926525e-23,1.860434277091365e-28
799,3.876843996696509e-28,3.943984717205126e-23,1.8526918673718434e-28
800,3.862331119323232e-28,3.939055845502834e-23,1.844987452532404e-28
801,3.847884582608705e-28,3.934133135962825e-23,1.8373208120920166e-28
802,3.833504018543376e-28,3.9292165808718555e-23,1.8296917270724817e-28
803,3.81918906155584e-28,3.924306172526377e-23,1.8220999799865478e-28
804,3.804939348493916e-28,3.919401903232527e-23,1.8145453548261287e-28
805,3.7907545186058844e-28,3.914503765306116e-23,1.807027637050638e-28
806,3.7766342135218997e-28,3.909611751072616e-23,1.7995466135754173e-28
807,3.7625780772355583e-28,3.9047258528671397e-23,1.7921020727602752e-28
808,3.7485857560856426e-28,3.8998460630344393e-23,1.7846938043981339e-28
809,3.734656898738022e-28,3.8949723739288886e-23,1.777321599703765e-28
810,3.7207911561677107e-28,3.89010477791447e-23,1.76998525130264e-28
811,3.7069881816410925e-28,3.8852432673647686e-23,1.7626845532198717e-28
812,3.693247630698296e-28,3.8803878346629475e-23,1.755419300869259e-28
813,3.67956916113573e-28,3.8755384722017495e-23,1.7481892910424296e-28
814,3.6659524329887728e-28,3.870695172383477e-23,1.7409943218980782e-28
815,3.6523971085146113e-28,3.865857927619978e-23,1.7338341929513024e-28
816,3.638902852175238e-28,3.861026730332643e-23,1.7267087050630333e-28
817,3.6254693306205853e-28,3.8562015729523805e-23,1.7196176604295578e-28
818,3.612096212671824e-28,3.851382447919615e-23,1.7125608625721392e-28
819,3.5987831693047992e-28,3.84656934768427e-23,1.705538116326726e-28
820,3.585529873633612e-28,3.84176226470576e-23,1.6985492278337553e-28
821,3.5723360008943395e-28,3.836961191452966e-23,1.69159400452804e-28
822,3.559201228428922e-28,3.832166120404247e-23,1.6846722551287572e-28
823,3.5461252356691517e-28,3.8273770440474005e-23,1.6777837896295132e-28
824,3.533107704120838e-28,3.8225939548796713e-23,1.6709284192885027e-28
825,3.5201483173480895e-28,3.8178168454077283e-23,1.6641059566187568e-28
826,3.5072467609577386e-28,3.8130457081476557e-23,1.6573162153784696e-28
827,3.494402722583906e-28,3.808280535624944e-23,1.6505590105614172e-28
828,3.4816158918726907e-28,3.803521320374471e-23,1.6438341583874577e-28
829,3.468885960467003e-28,3.798768054940498e-23,1.6371414762931152e-28
830,3.456212621991516e-28,3.794020731876646e-23,1.6304807829222463e-28
831,3.443595572037768e-28,3.7892793437459034e-23,1.6238518981167885e-28
832,3.431034508149369e-28,3.784543883120594e-23,1.6172546429075916e-28
833,3.418529129807352e-28,3.779814342582372e-23,1.6106888395053253e-28
834,3.4060791384156456e-28,3.775090714722217e-23,1.60415431129147e-28
835,3.3936842372866756e-28,3.7703729921404117e-23,1.597650882809384e-28
836,3.3813441316270803e-28,3.765661167446536e-23,1.5911783797554492e-28
837,3.369058528523561e-28,3.760955233259453e-23,1.5847366289702972e-28
838,3.3568271369288486e-28,3.7562551822073e-23,1.5783254584301033e-28
839,3.344649667647789e-28,3.7515610069274744e-23,1.5719446972379663e-28
840,3.332525833323549e-28,3.7468727000666177e-23,1.5655941756153574e-28
841,3.320455348423944e-28,3.7421902542806155e-23,1.559273724893641e-28
842,3.3084379292278776e-28,3.7375136622345723e-23,1.552983177505677e-28
843,3.296473293811897e-28,3.7328429166028056e-23,1.5467223669774884e-28
844,3.284561162036871e-28,3.728178010068839e-23,1.540491127920003e-28
845,3.272701255534771e-28,3.723518935325382e-23,1.5342892960208686e-28
846,3.26089329769557e-28,3.7188656850743225e-23,1.5281167080363357e-28
847,3.2491370136542552e-28,3.7142182520267164e-23,1.521973201783212e-28
848,3.2374321302779446e-28,3.70957662890277e-23,1.515858616130886e-28
849,3.2257783761531195e-28,3.704940808431839e-23,1.5097727909934178e-28
850,3.21417548157296e-28,3.700310783352403e-23,1.5037155673217003e-28
851,3.2026231785247907e-28,3.695686546412067e-23,1.4976867870956849e-28
852,3.1911212006776347e-28,3.6910680903675415e-23,1.491686293316674e-28
853,3.1796692833698626e-28,3.686455407984632e-23,1.485713929999683e-28
854,3.1682671635969613e-28,3.681848492038231e-23,1.479769542165864e-28
855,3.156914579999391e-28,3.677247335312302e-23,1.4738529758349936e-28
856,3.1456112728505574e-28,3.6726519305998724e-23,1.4679640780180293e-28
857,3.134356984044874e-28,3.668062270703019e-23,1.4621026967097238e-28
858,3.12315145708593e-28,3.663478348432856e-23,1.4562686808813058e-28
859,3.111994437074758e-28,3.6589001566095274e-23,1.4504618804732223e-28
860,3.1008856706981984e-28,3.6543276880621874e-23,1.4446821463879408e-28
861,3.0898249062173616e-28,3.649760935628998e-23,1.4389293304828172e-28
862,3.078811893456189e-28,3.6451998921571146e-23,1.433203285563016e-28
863,3.0678463837901023e-28,3.6406445505026717e-23,1.4275038653745e-28
864,3.0569281301347584e-28,3.636094903530774e-23,1.4218309245970702e-28
865,3.0460568869348898e-28,3.6315509441154845e-23,1.4161843188374727e-28
866,3.0352324101532374e-28,3.627012665139812e-23,1.4105639046225572e-28
867,3.0244544572595845e-28,3.622480059495704e-23,1.4049695393924977e-28
868,3.0137227872198703e-28,3.617953120084028e-23,1.3994010814940663e-28
869,3.003037160485403e-28,3.613431839814568e-23,1.3938583901739682e-28
870,2.992397338982154e-28,3.608916211606005e-23,1.3883413255722265e-28
871,2.981803086100149e-28,3.604406228385914e-23,1.38284974871563e-28
872,2.971254166682945e-28,3.5999018830907485e-23,1.3773835215112298e-28
873,2.960750347017184e-28,3.595403168665827e-23,1.3719425067398927e-28
874,2.950291394822249e-28,3.590910078065324e-23,1.3665265680499086e-28
875,2.939877079239996e-28,3.586422604252263e-23,1.3611355699506517e-28
876,2.929507170824569e-28,3.5819407401984974e-23,1.3557693778062926e-28
877,2.919181441532306e-28,3.577464478884705e-23,1.3504278578295658e-28
878,2.9088996647117182e-28,3.572993813300371e-23,1.3451108770755856e-28
879,2.8986616150935636e-28,3.5685287364437863e-23,1.339818303435717e-28
880,2.8884670687809884e-28,3.564069241322026e-23,1.3345500056314953e-28
881,2.8783158032397653e-28,3.559615320950947e-23,1.3293058532085962e-28
882,2.868207597288592e-28,3.555166968355169e-23,1.3240857165308561e-28
883,2.8581422310894857e-28,3.550724176568068e-23,1.3188894667743446e-28
884,2.8481194861382507e-28,3.5462869386317666e-23,1.3137169759214802e-28
885,2.8381391452550162e-28,3.541855247597115e-23,1.3085681167552008e-28
886,2.8282009925748667e-28,3.5374290965236914e-23,1.3034427628531785e-28
887,2.8183048135385333e-28,3.5330084784797817e-23,1.2983407885820828e-28
888,2.8084503948831666e-28,3.5285933865423706e-23,1.2932620690918922e-28
889,2.7986375246331927e-28,3.5241838137971357e-23,1.288206480310253e-28
890,2.7888659920912255e-28,3.5197797533384297e-23,1.2831738989368809e-28
891,2.779135587829069e-28,3.5153811982692704e-23,1.278164202438012e-28
892,2.769446103678785e-28,3.5109881417013345e-23,1.2731772690409004e-28
893,2.7597973327238344e-28,3.506600576754942e-23,1.2682129777283551e-28
894,2.7501890692902874e-28,3.5022184965590456e-23,1.2632712082333287e-28
895,2.7406211089381105e-28,3.4978418942512227e-23,1.2583518410335462e-28
896,2.7310932484525174e-28,3.49347076297766e-23,1.2534547573461768e-28
897,2.7216052858353955e-28,3.48910509589315e-23,1.2485798391225534e-28
898,2.7121570202967935e-28,3.484744886161068e-23,1.243726969042931e-28
899,2.702748252246488e-28,3.480390126953374e-23,1.2388960305112894e-28
900,2.6933787832856074e-28,3.4760408114505955e-23,1.2340869076501806e-28
901,2.684048416198325e-28,3.471696932841812e-23,1.2292994852956115e-28
902,2.674756954943632e-28,3.467358484324659e-23,1.224533648991977e-28
903,2.6655042046471505e-28,3.463025459105298e-23,1.2197892849870257e-28
904,2.656289971593039e-28,3.4586978503984203e-23,1.215066280226872e-28
905,2.6471140632159426e-28,3.454375651427229e-23,1.2103645223510467e-28
906,2.6379762880930186e-28,3.450058855423433e-23,1.2056838996875873e-28
907,2.6288764559360223e-28,3.4457474556272323e-23,1.2010243012481698e-28
908,2.619814377583452e-28,3.441441445287307e-23,1.196385616723275e-28
909,2.6107898649927615e-28,3.4371408176608094e-23,1.191767736477401e-28
910,2.601802731232635e-28,3.43284556601335e-23,1.187170551544307e-28
911,2.59285279047532e-28,3.428555683618992e-23,1.1825939536223012e-28
912,2.5839398579890187e-28,3.4242711637602337e-23,1.178037835069563e-28
913,2.575063750130346e-28,3.419991999728002e-23,1.1735020888995029e-28
914,2.566224284336846e-28,3.4157181848216435e-23,1.168986608776162e-28
915,2.5574212791195612e-28,3.411449712348909e-23,1.1644912890096463e-28
916,2.5486545540556673e-28,3.4071865756259454e-23,1.1600160245515978e-28
917,2.539923929781162e-28,3.402928767977285e-23,1.1555607109907008e-28
918,2.531229227983615e-28,3.3986762827358344e-23,1.1511252445482296e-28
919,2.522570271394971e-28,3.3944291132428645e-23,1.146709522073622e-28
920,2.5139468837844125e-28,3.390187252848001e-23,1.1423134410400976e-28
921,2.505358889951275e-28,3.3859506949092083e-23,1.1379368995403056e-28
922,2.496806115718023e-28,3.381719432792787e-23,1.1335797962820068e-28
923,2.488288387923276e-28,3.377493459873356e-23,1.1292420305837951e-28
924,2.4798055344148903e-28,3.373272769533848e-23,1.1249235023708464e-28
925,2.471357384043099e-28,3.3690573551654966e-23,1.1206241121707063e-28
926,2.4629437666536988e-28,3.364847210167823e-23,1.1163437611091083e-28
927,2.454564513081294e-28,3.360642327948627e-23,1.1120823509058252e-28
928,2.446219455142593e-28,3.3564427019239816e-23,1.1078397838705564e-28
929,2.4379084256297577e-28,3.352248325518215e-23,1.1036159628988422e-28
930,2.429631258303799e-28,3.3480591921639016e-23,1.0994107914680162e-28
931,2.421387787888037e-28,3.343875295301863e-23,1.095224173633186e-28
932,2.4131778500615893e-28,3.3396966283811354e-23,1.0910560140232445e-28
933,2.4050012814529356e-28,3.33552318485898e-23,1.0869062178369174e-28
934,2.396857919633514e-28,3.3313549582008616e-23,1.0827746908388373e-28
935,2.3887476031113727e-28,3.327191941880439e-23,1.07866133935565e-28
936,2.3806701713248736e-28,3.323034129379561e-23,1.0745660702721525e-28
937,2.3726254646364387e-28,3.318881514188248e-23,1.0704887910274586e-28
938,2.3646133243263493e-28,3.314734089804687e-23,1.0664294096111975e-28
939,2.3566335925865927e-28,3.3105918497352197e-23,1.06238783455974e-28
940,2.3486861125147506e-28,3.30645478749433e-23,1.0583639749524559e-28
941,2.3407707281079425e-28,3.302322896604637e-23,1.0543577404079976e-28
942,2.332887284256812e-28,3.298196170596884e-23,1.0503690410806175e-28
943,2.3250356267395564e-28,3.2940746030099256e-23,1.0463977876565086e-28
944,2.317215602216007e-28,3.28995818739072e-23,1.0424438913501775e-28
945,2.3094270582217543e-28,3.2858469172943214e-23,1.038507263900845e-28
946,2.3016698431623097e-28,3.2817407862838596e-23,1.0345878175688723e-28
947,2.293943806307328e-28,3.277639787930545e-23,1.0306854651322177e-28
948,2.2862487977848557e-28,3.273543915813643e-23,1.0268001198829188e-28
949,2.278584668575638e-28,3.269453163520475e-23,1.0229316956236044e-28
950,2.2709512705074597e-28,3.265367524646401e-23,1.0190801066640301e-28
951,2.263348456249534e-28,3.261286992794815e-23,1.0152452678176424e-28
952,2.255776079306934e-28,3.2572115615771326e-23,1.01142709439817e-28
953,2.24823399401506e-28,3.253141224612776e-23,1.0076255022162402e-28
954,2.2407220555341624e-28,3.249075975529175e-23,1.003840407576022e-28
955,2.233240119843887e-28,3.2450158079617435e-23,1.0000717272718946e-28
956,2.225788043737882e-28,3.240960715553881e-23,9.963193785851406e-29
957,2.218365684818431e-28,3.2369106919569574e-23,9.925832792806685e-29
958,2.210972901491131e-28,3.232865730830302e-23,9.888633476037545e-29
959,2.2036095529596124e-28,3.228825825841193e-23,9.851595022768149e-29
960,2.1962754992202985e-28,3.2247909706648506e-23,9.81471662496198e-29
961,2.188970601057202e-28,3.2207611589844264e-23,9.777997479290058e-29
962,2.181694720036763e-28,3.21673638449099e-23,9.741436787099353e-29
963,2.1744477185027244e-28,3.212716640883524e-23,9.705033754381474e-29
964,2.1672294595710477e-28,3.208701921868909e-23,9.668787591741571e-29
965,2.1600398071248643e-28,3.204692221161917e-23,9.632697514367504e-29
966,2.152878625809467e-28,3.200687532485203e-23,9.596762741999207e-29
967,2.1457457810273358e-28,3.196687849569285e-23,9.560982498898318e-29
968,2.138641138933208e-28,3.19269316615255e-23,9.525356013818025e-29
969,2.131564566429174e-28,3.1887034759812294e-23,9.489882519973148e-29
970,2.124515931159822e-28,3.184718772809399e-23,9.454561255010449e-29
971,2.1174951015074083e-28,3.180739050398961e-23,9.419391460979135e-29
972,2.1105019465870716e-28,3.1767643025196427e-23,9.384372384301649e-29
973,2.103536336242079e-28,3.172794522948982e-23,9.349503275744626e-29
974,2.0965981410391063e-28,3.168829705472316e-23,9.314783390390075e-29
975,2.089687232263554e-28,3.164869843882771e-23,9.280211987606812e-29
976,2.0828034819149045e-28,3.1609149319812595e-23,9.245788331022074e-29
977,2.075946762702103e-28,3.1569649635764603e-23,9.211511688493357e-29
978,2.069116948038981e-28,3.153019932484819e-23,9.177381332080488e-29
979,2.0623139120397083e-28,3.1490798325305287e-23,9.143396538017859e-29
980,2.055537529514284e-28,3.1451446575455265e-23,9.109556586686916e-29
981,2.048787675964056e-28,3.1412144013694834e-23,9.075860762588834e-29
982,2.0420642275772727e-28,3.137289057849787e-23,9.042308354317398e-29
983,2.0353670612246765e-28,3.133368620841544e-23,9.008898654532086e-29
984,2.028696054455119e-28,3.1294530842075616e-23,8.975630959931358e-29
985,2.022051085491212e-28,3.1255424418183396e-23,8.942504571226147e-29
986,2.015432033225016e-28,3.121636687552063e-23,8.909518793113534e-29
987,2.0088387772137507e-28,3.117735815294588e-23,8.876672934250633e-29
988,2.0022711976755445e-28,3.1138398189394356e-23,8.843966307228674e-29
989,1.9957291754852149e-28,3.109948692387783e-23,8.811398228547261e-29
990,1.989212592170072e-28,3.1060624295484516e-23,8.778968018588843e-29
991,1.9827213299057645e-28,3.1021810243378976e-23,8.746675001593349e-29
992,1.976255271512144e-28,3.098304470680201e-23,8.714518505633038e-29
993,1.9698143004491704e-28,3.0944327625070605e-23,8.682497862587527e-29
994,1.9633983008128382e-28,3.0905658937577776e-23,8.650612408118992e-29
995,1.9570071573311405e-28,3.086703858379254e-23,8.618861481647566e-29
996,1.9506407553600535e-28,3.082846650325975e-23,8.587244426326918e-29
997,1.9442989808795597e-28,3.0789942635600076e-23,8.555760589019999e-29
998,1.9379817204896916e-28,3.0751466920509814e-23,8.524409320274991e-29
999,1.9316888614066098e-28,3.071303929776087e-23,8.493189974301412e-29
1000,1.9254202914587093e-28,3.0674659707200655e-23,8.462101908946411e-29
1001,1.9191758990827465e-28,3.0636328088751913e-23,8.431144485671218e-29
1002,1.9129555733200078e-28,3.0598044382412764e-23,8.400317069527805e-29
1003,1.9067592038124927e-28,3.0559808528256486e-23,8.369619029135671e-29
1004,1.9005866807991306e-28,3.0521620466431457e-23,8.339049736658832e-29
1005,1.8944378951120258e-28,3.048348013716106e-23,8.308608567782975e-29
1006,1.8883127381727288e-28,3.044538748074364e-23,8.278294901692762e-29
1007,1.8822111019885312e-28,3.040734243755232e-23,8.248108121049313e-29
1008,1.8761328791487917e-28,3.036934494803498e-23,8.218047611967865e-29
1009,1.870077962821285e-28,3.0331394952714105e-23,8.188112763995565e-29
1010,1.864046246748582e-28,3.029349239218677e-23,8.158302970089456e-29
1011,1.8580376252444469e-28,3.0255637207124415e-23,8.128617626594599e-29
1012,1.852051993190271e-28,3.0217829338272906e-23,8.099056133222376e-29
1013,1.846089246031525e-28,3.018006872645233e-23,8.069617893028932e-29
1014,1.840149279774239e-28,3.014235531255696e-23,8.040302312393781e-29
1015,1.8342319909815042e-28,3.010468903755511e-23,8.011108800998578e-29
1016,1.828337276770008e-28,3.00670698424891e-23,7.98203677180603e-29
1017,1.8224650348065834e-28,3.002949766847511e-23,7.953085641038959e-29
